Sample_Name,Source_File,Site,Height_Above_Bottom_Low_m,Height_Above_Bottom_High_m,Depth_Below_Ground_Shallow_m,Depth_Below_Ground_Deep_m,Recovered_Mass_g,Gravel_percent,Sand_percent,Passing_No200_percent,Pan_Mass_Percent,D10_mm,D20_mm,D25_mm,D30_mm,D50_mm,D60_mm,D75_mm,Cu,Cc,S0_Trask
Sample_5_1-2-3,Sample_5_1-2-3.csv,5,1.0,3.0,7.0,9.0,559.7,0.0,66.82151152403073,33.178488475969274,33.17848847596927,0.028095235360284677,0.04266714864593463,0.052580425223971314,0.06479695045188032,0.1713184893277664,0.29311604178668416,0.513368984206365,10.432944875807374,0.50984348279369,3.1246599892079625
Sample_5_6-7-8,Sample_5_6-7-8.csv,5,6.0,8.0,2.0,4.0,540.2,0.0,64.69825990373934,35.30174009626066,35.301740096260644,0.02739798097197355,0.04057564115354729,0.04937860388756026,0.06009138617570359,0.1801249221434099,0.3002794245818962,0.49135405698409446,10.959910691560214,0.4389148856088642,3.1544806649339496
